OBJECTID,rotacja,sym,sym_w,X,Y
2738,171,2,21,0.000000000000000,0.000000000000000
2739,27,2,15,0.000000000000000,0.000000000000000
2740,304,1,29,0.000000000000000,0.000000000000000
2741,343,2,30,0.000000000000000,0.000000000000000
2742,112,1,19,0.000000000000000,0.000000000000000
2743,197,1,29,0.000000000000000,0.000000000000000
2744,76,2,23,0.000000000000000,0.000000000000000
2745,174,1,17,0.000000000000000,0.000000000000000
2746,277,4,22,0.000000000000000,0.000000000000000
2747,102,3,15,0.000000000000000,0.000000000000000
2748,290,4,26,0.000000000000000,0.000000000000000
2749,102,4,29,0.000000000000000,0.000000000000000
2750,95,1,21,0.000000000000000,0.000000000000000
2751,95,4,19,0.000000000000000,0.000000000000000
2752,314,4,29,0.000000000000000,0.000000000000000
2753,150,1,23,0.000000000000000,0.000000000000000
2754,274,3,19,0.000000000000000,0.000000000000000
2755,90,4,17,0.000000000000000,0.000000000000000
2756,305,2,16,0.000000000000000,0.000000000000000
2757,206,2,15,0.000000000000000,0.000000000000000
2758,187,3,25,0.000000000000000,0.000000000000000
2759,274,1,22,0.000000000000000,0.000000000000000
2760,359,3,15,0.000000000000000,0.000000000000000
2761,227,2,26,0.000000000000000,0.000000000000000
2762,299,3,22,0.000000000000000,0.000000000000000
2763,122,2,20,0.000000000000000,0.000000000000000
2764,199,2,23,0.000000000000000,0.000000000000000
2765,152,2,16,0.000000000000000,0.000000000000000
2766,0,1,21,0.000000000000000,0.000000000000000
2767,80,4,24,0.000000000000000,0.000000000000000
2768,49,4,23,0.000000000000000,0.000000000000000
2769,105,4,16,0.000000000000000,0.000000000000000
2770,343,1,23,0.000000000000000,0.000000000000000
2771,153,4,24,0.000000000000000,0.000000000000000
2772,117,1,19,0.000000000000000,0.000000000000000
2773,360,3,21,0.000000000000000,0.000000000000000
2774,234,2,19,0.000000000000000,0.000000000000000
2775,125,2,16,0.000000000000000,0.000000000000000
2776,35,1,30,0.000000000000000,0.000000000000000
2777,193,2,24,0.000000000000000,0.000000000000000
2778,294,2,27,0.000000000000000,0.000000000000000
2779,343,2,26,0.000000000000000,0.000000000000000
2780,24,2,25,0.000000000000000,0.000000000000000
2781,148,3,29,0.000000000000000,0.000000000000000
2782,41,4,25,0.000000000000000,0.000000000000000
2783,194,2,20,0.000000000000000,0.000000000000000
2784,82,2,23,0.000000000000000,0.000000000000000
2785,353,1,15,0.000000000000000,0.000000000000000
2786,63,1,24,0.000000000000000,0.000000000000000
2787,93,1,18,0.000000000000000,0.000000000000000
2788,30,1,26,0.000000000000000,0.000000000000000
2789,125,2,29,0.000000000000000,0.000000000000000
2790,277,3,19,0.000000000000000,0.000000000000000
2791,122,2,21,0.000000000000000,0.000000000000000
2792,344,3,23,0.000000000000000,0.000000000000000
2793,170,2,28,0.000000000000000,0.000000000000000
2794,158,2,20,0.000000000000000,0.000000000000000
2795,54,4,15,0.000000000000000,0.000000000000000
2796,91,1,17,0.000000000000000,0.000000000000000
2797,343,2,27,0.000000000000000,0.000000000000000
2798,325,3,19,0.000000000000000,0.000000000000000
2799,51,1,21,0.000000000000000,0.000000000000000
2800,208,3,25,0.000000000000000,0.000000000000000
2801,42,2,18,0.000000000000000,0.000000000000000
2802,190,4,18,0.000000000000000,0.000000000000000
2803,260,1,29,0.000000000000000,0.000000000000000
2804,154,2,20,0.000000000000000,0.000000000000000
2805,348,2,29,0.000000000000000,0.000000000000000
2806,78,3,30,0.000000000000000,0.000000000000000
2807,48,4,22,0.000000000000000,0.000000000000000
2808,110,1,27,0.000000000000000,0.000000000000000
2809,183,4,30,0.000000000000000,0.000000000000000
2810,354,3,30,0.000000000000000,0.000000000000000
2811,150,2,29,0.000000000000000,0.000000000000000
2812,41,2,24,0.000000000000000,0.000000000000000
2813,34,3,22,0.000000000000000,0.000000000000000
2814,198,4,30,0.000000000000000,0.000000000000000
2815,171,1,30,0.000000000000000,0.000000000000000
2816,198,1,16,0.000000000000000,0.000000000000000
2817,92,3,19,0.000000000000000,0.000000000000000
2818,109,2,26,0.000000000000000,0.000000000000000
2819,128,3,20,0.000000000000000,0.000000000000000
2820,139,3,30,0.000000000000000,0.000000000000000
2821,239,3,21,0.000000000000000,0.000000000000000
2822,306,2,15,0.000000000000000,0.000000000000000
2823,276,4,28,0.000000000000000,0.000000000000000
2824,161,2,15,0.000000000000000,0.000000000000000
2825,266,1,18,0.000000000000000,0.000000000000000
2826,203,1,26,0.000000000000000,0.000000000000000
2827,329,1,21,0.000000000000000,0.000000000000000
2828,11,3,28,0.000000000000000,0.000000000000000
2829,173,2,26,0.000000000000000,0.000000000000000
2830,143,4,24,0.000000000000000,0.000000000000000
2831,261,2,16,0.000000000000000,0.000000000000000
2832,243,3,30,0.000000000000000,0.000000000000000
2833,37,2,26,0.000000000000000,0.000000000000000
2834,92,3,19,0.000000000000000,0.000000000000000
2835,187,4,25,0.000000000000000,0.000000000000000
2836,356,4,21,0.000000000000000,0.000000000000000
2837,355,4,19,0.000000000000000,0.000000000000000
2838,106,3,24,0.000000000000000,0.000000000000000
2839,53,4,30,0.000000000000000,0.000000000000000
2840,168,3,28,0.000000000000000,0.000000000000000
2841,196,2,29,0.000000000000000,0.000000000000000
2842,141,3,17,0.000000000000000,0.000000000000000
2843,269,3,26,0.000000000000000,0.000000000000000
2844,357,2,23,0.000000000000000,0.000000000000000
2845,219,4,19,0.000000000000000,0.000000000000000
2846,63,2,17,0.000000000000000,0.000000000000000
2847,31,4,26,0.000000000000000,0.000000000000000
2848,330,4,18,0.000000000000000,0.000000000000000
2849,282,2,18,0.000000000000000,0.000000000000000
2850,307,4,30,0.000000000000000,0.000000000000000
2851,226,4,23,0.000000000000000,0.000000000000000
2852,178,1,28,0.000000000000000,0.000000000000000
2853,157,1,26,0.000000000000000,0.000000000000000
2854,71,1,29,0.000000000000000,0.000000000000000
2855,114,4,21,0.000000000000000,0.000000000000000
2856,182,1,22,0.000000000000000,0.000000000000000
2857,305,1,23,0.000000000000000,0.000000000000000
2858,359,1,19,0.000000000000000,0.000000000000000
2859,79,4,29,0.000000000000000,0.000000000000000
2860,303,1,17,0.000000000000000,0.000000000000000
2861,23,3,18,0.000000000000000,0.000000000000000
2862,93,4,18,0.000000000000000,0.000000000000000
2863,4,4,15,0.000000000000000,0.000000000000000
2864,328,3,18,0.000000000000000,0.000000000000000
2865,24,1,26,0.000000000000000,0.000000000000000
2866,183,4,19,0.000000000000000,0.000000000000000
2867,154,2,20,0.000000000000000,0.000000000000000
2868,238,4,30,0.000000000000000,0.000000000000000
2869,271,2,18,0.000000000000000,0.000000000000000
2870,171,4,16,0.000000000000000,0.000000000000000
2871,251,4,15,0.000000000000000,0.000000000000000
2872,4,1,16,0.000000000000000,0.000000000000000
2873,125,1,16,0.000000000000000,0.000000000000000
2874,178,2,20,0.000000000000000,0.000000000000000
2875,25,3,27,0.000000000000000,0.000000000000000
2876,197,2,23,0.000000000000000,0.000000000000000
2877,285,3,18,0.000000000000000,0.000000000000000
2878,329,4,30,0.000000000000000,0.000000000000000
2879,162,3,26,0.000000000000000,0.000000000000000
2880,79,4,27,0.000000000000000,0.000000000000000
2881,235,1,28,0.000000000000000,0.000000000000000
2882,305,3,19,0.000000000000000,0.000000000000000
2883,78,2,22,0.000000000000000,0.000000000000000
2884,350,2,22,0.000000000000000,0.000000000000000
2885,51,2,17,0.000000000000000,0.000000000000000
2886,202,3,28,0.000000000000000,0.000000000000000
2887,121,1,20,0.000000000000000,0.000000000000000
2888,353,4,15,0.000000000000000,0.000000000000000
2889,283,4,22,0.000000000000000,0.000000000000000
2890,300,3,22,0.000000000000000,0.000000000000000
2891,265,2,23,0.000000000000000,0.000000000000000
2892,157,4,28,0.000000000000000,0.000000000000000
2893,115,1,24,0.000000000000000,0.000000000000000
2894,201,2,26,0.000000000000000,0.000000000000000
2895,39,3,17,0.000000000000000,0.000000000000000
2896,211,3,22,0.000000000000000,0.000000000000000
2897,138,3,16,0.000000000000000,0.000000000000000
2898,344,3,25,0.000000000000000,0.000000000000000
2899,44,3,25,0.000000000000000,0.000000000000000
2900,326,2,30,0.000000000000000,0.000000000000000
2901,191,1,24,0.000000000000000,0.000000000000000
2902,239,3,19,0.000000000000000,0.000000000000000
2903,56,2,25,0.000000000000000,0.000000000000000
2904,72,1,30,0.000000000000000,0.000000000000000
2905,66,3,21,0.000000000000000,0.000000000000000
2906,15,4,20,0.000000000000000,0.000000000000000
2907,210,1,22,0.000000000000000,0.000000000000000
2908,162,1,15,0.000000000000000,0.000000000000000
2909,14,3,30,0.000000000000000,0.000000000000000
2910,359,2,28,0.000000000000000,0.000000000000000
2911,252,4,24,0.000000000000000,0.000000000000000
2912,60,1,29,0.000000000000000,0.000000000000000
2913,188,4,16,0.000000000000000,0.000000000000000
2914,223,1,20,0.000000000000000,0.000000000000000
2915,120,4,18,0.000000000000000,0.000000000000000
2916,64,1,22,0.000000000000000,0.000000000000000
2917,296,3,30,0.000000000000000,0.000000000000000
2918,0,1,23,0.000000000000000,0.000000000000000
2919,79,3,22,0.000000000000000,0.000000000000000
2920,189,2,18,0.000000000000000,0.000000000000000
2921,36,4,28,0.000000000000000,0.000000000000000
2922,175,3,21,0.000000000000000,0.000000000000000
2923,65,3,28,0.000000000000000,0.000000000000000
2924,141,3,15,0.000000000000000,0.000000000000000
2925,154,2,17,0.000000000000000,0.000000000000000
2926,247,3,22,0.000000000000000,0.000000000000000
2927,66,2,27,0.000000000000000,0.000000000000000
2928,292,3,30,0.000000000000000,0.000000000000000
2929,356,1,29,0.000000000000000,0.000000000000000
2930,212,3,23,0.000000000000000,0.000000000000000
2931,125,4,18,0.000000000000000,0.000000000000000
2932,360,4,24,0.000000000000000,0.000000000000000
2933,49,1,17,0.000000000000000,0.000000000000000
2934,27,1,26,0.000000000000000,0.000000000000000
2935,346,1,22,0.000000000000000,0.000000000000000
2936,35,1,15,0.000000000000000,0.000000000000000
2937,318,3,23,0.000000000000000,0.000000000000000
2938,38,1,29,0.000000000000000,0.000000000000000
2939,193,2,25,0.000000000000000,0.000000000000000
2940,64,4,28,0.000000000000000,0.000000000000000
2941,114,1,23,0.000000000000000,0.000000000000000
2942,349,3,17,0.000000000000000,0.000000000000000
2943,11,3,25,0.000000000000000,0.000000000000000
2944,100,2,16,0.000000000000000,0.000000000000000
2945,220,1,17,0.000000000000000,0.000000000000000
2946,295,2,28,0.000000000000000,0.000000000000000
2947,87,2,25,0.000000000000000,0.000000000000000
2948,110,1,26,0.000000000000000,0.000000000000000
2949,27,2,25,0.000000000000000,0.000000000000000
2950,322,3,22,0.000000000000000,0.000000000000000
2951,158,3,17,0.000000000000000,0.000000000000000
2952,222,1,28,0.000000000000000,0.000000000000000
2953,326,3,24,0.000000000000000,0.000000000000000
2954,246,3,19,0.000000000000000,0.000000000000000
2955,124,1,15,0.000000000000000,0.000000000000000
2956,33,1,16,0.000000000000000,0.000000000000000
2957,47,3,19,0.000000000000000,0.000000000000000
2958,123,2,25,0.000000000000000,0.000000000000000
2959,169,1,30,0.000000000000000,0.000000000000000
2960,185,4,22,0.000000000000000,0.000000000000000
2961,137,2,20,0.000000000000000,0.000000000000000
2962,258,4,29,0.000000000000000,0.000000000000000
2963,325,1,30,0.000000000000000,0.000000000000000
2964,10,3,19,0.000000000000000,0.000000000000000
2965,344,4,30,0.000000000000000,0.000000000000000
2966,87,4,28,0.000000000000000,0.000000000000000
2967,217,4,25,0.000000000000000,0.000000000000000
2968,208,4,20,0.000000000000000,0.000000000000000
2969,300,2,21,0.000000000000000,0.000000000000000
2970,25,1,21,0.000000000000000,0.000000000000000
2971,88,3,24,0.000000000000000,0.000000000000000
2972,9,3,15,0.000000000000000,0.000000000000000
2973,52,3,27,0.000000000000000,0.000000000000000
2974,249,1,30,0.000000000000000,0.000000000000000
2975,258,2,24,0.000000000000000,0.000000000000000
2976,318,2,18,0.000000000000000,0.000000000000000
2977,253,1,17,0.000000000000000,0.000000000000000
2978,144,2,17,0.000000000000000,0.000000000000000
2979,101,4,30,0.000000000000000,0.000000000000000
2980,123,1,19,0.000000000000000,0.000000000000000
2981,24,2,26,0.000000000000000,0.000000000000000
2982,332,4,30,0.000000000000000,0.000000000000000
2983,187,3,19,0.000000000000000,0.000000000000000
2984,192,3,15,0.000000000000000,0.000000000000000
2985,312,3,22,0.000000000000000,0.000000000000000
2986,165,3,28,0.000000000000000,0.000000000000000
2987,25,1,26,0.000000000000000,0.000000000000000
2988,266,2,29,0.000000000000000,0.000000000000000
2989,264,4,24,0.000000000000000,0.000000000000000
2990,196,4,21,0.000000000000000,0.000000000000000
2991,92,3,20,0.000000000000000,0.000000000000000
2992,155,3,28,0.000000000000000,0.000000000000000
2993,226,4,23,0.000000000000000,0.000000000000000
2994,342,2,24,0.000000000000000,0.000000000000000
2995,234,3,22,0.000000000000000,0.000000000000000
2996,324,4,30,0.000000000000000,0.000000000000000
2997,336,3,30,0.000000000000000,0.000000000000000
2998,1,3,29,0.000000000000000,0.000000000000000
2999,232,1,28,0.000000000000000,0.000000000000000
3000,119,4,18,0.000000000000000,0.000000000000000
3001,356,1,30,0.000000000000000,0.000000000000000
3002,224,4,17,0.000000000000000,0.000000000000000
3003,33,4,21,0.000000000000000,0.000000000000000
3004,35,4,15,0.000000000000000,0.000000000000000
3005,221,2,28,0.000000000000000,0.000000000000000
3006,118,1,18,0.000000000000000,0.000000000000000
3007,26,4,27,0.000000000000000,0.000000000000000
3008,44,3,20,0.000000000000000,0.000000000000000
3009,49,2,18,0.000000000000000,0.000000000000000
3010,231,3,23,0.000000000000000,0.000000000000000
3011,304,1,16,0.000000000000000,0.000000000000000
3012,35,2,25,0.000000000000000,0.000000000000000
3013,191,3,24,0.000000000000000,0.000000000000000
3014,30,2,17,0.000000000000000,0.000000000000000
3015,18,2,22,0.000000000000000,0.000000000000000
3016,134,4,20,0.000000000000000,0.000000000000000
3017,79,4,24,0.000000000000000,0.000000000000000
3018,59,3,28,0.000000000000000,0.000000000000000
3019,98,3,17,0.000000000000000,0.000000000000000
3020,121,3,21,0.000000000000000,0.000000000000000
3021,37,3,23,0.000000000000000,0.000000000000000
3022,222,2,22,0.000000000000000,0.000000000000000
3023,326,3,15,0.000000000000000,0.000000000000000
3024,38,4,22,0.000000000000000,0.000000000000000
3025,127,1,27,0.000000000000000,0.000000000000000
3026,78,2,19,0.000000000000000,0.000000000000000
3027,185,2,28,0.000000000000000,0.000000000000000
3028,116,4,26,0.000000000000000,0.000000000000000
3029,207,1,19,0.000000000000000,0.000000000000000
3030,187,3,29,0.000000000000000,0.000000000000000
3031,254,2,19,0.000000000000000,0.000000000000000
3032,310,2,18,0.000000000000000,0.000000000000000
3033,312,3,18,0.000000000000000,0.000000000000000
3034,279,1,17,0.000000000000000,0.000000000000000
3035,187,4,24,0.000000000000000,0.000000000000000
3036,110,1,23,0.000000000000000,0.000000000000000
3037,133,3,25,0.000000000000000,0.000000000000000
3038,133,3,24,0.000000000000000,0.000000000000000
3039,176,1,17,0.000000000000000,0.000000000000000
3040,344,1,30,0.000000000000000,0.000000000000000
3041,296,3,27,0.000000000000000,0.000000000000000
3042,44,2,30,0.000000000000000,0.000000000000000
3043,138,4,20,0.000000000000000,0.000000000000000
3044,69,2,26,0.000000000000000,0.000000000000000
3045,269,2,30,0.000000000000000,0.000000000000000
3046,250,1,16,0.000000000000000,0.000000000000000
3047,248,3,24,0.000000000000000,0.000000000000000
3048,16,3,21,0.000000000000000,0.000000000000000
3049,277,1,30,0.000000000000000,0.000000000000000
3050,167,3,27,0.000000000000000,0.000000000000000
3051,333,1,17,0.000000000000000,0.000000000000000
3052,257,1,30,0.000000000000000,0.000000000000000
3053,242,4,26,0.000000000000000,0.000000000000000
3054,71,1,23,0.000000000000000,0.000000000000000
3055,298,4,25,0.000000000000000,0.000000000000000
3056,328,1,29,0.000000000000000,0.000000000000000
3057,268,3,19,0.000000000000000,0.000000000000000
3058,275,2,19,0.000000000000000,0.000000000000000
3059,176,1,29,0.000000000000000,0.000000000000000
3060,296,3,29,0.000000000000000,0.000000000000000
3061,344,3,30,0.000000000000000,0.000000000000000
3062,91,4,26,0.000000000000000,0.000000000000000
3063,170,2,29,0.000000000000000,0.000000000000000
3064,173,3,19,0.000000000000000,0.000000000000000
3065,197,4,20,0.000000000000000,0.000000000000000
3066,303,2,21,0.000000000000000,0.000000000000000
3067,10,1,17,0.000000000000000,0.000000000000000
3068,137,1,23,0.000000000000000,0.000000000000000
3069,224,4,23,0.000000000000000,0.000000000000000
3070,219,3,27,0.000000000000000,0.000000000000000
3071,150,1,18,0.000000000000000,0.000000000000000
3072,52,3,27,0.000000000000000,0.000000000000000
3073,83,3,15,0.000000000000000,0.000000000000000
3074,268,1,20,0.000000000000000,0.000000000000000
3075,153,2,28,0.000000000000000,0.000000000000000
3076,20,3,22,0.000000000000000,0.000000000000000
3077,206,4,21,0.000000000000000,0.000000000000000
3078,134,2,21,0.000000000000000,0.000000000000000
3079,52,2,21,0.000000000000000,0.000000000000000
3080,98,2,20,0.000000000000000,0.000000000000000
3081,312,1,25,0.000000000000000,0.000000000000000
3082,120,3,28,0.000000000000000,0.000000000000000
3083,21,3,17,0.000000000000000,0.000000000000000
3084,180,1,20,0.000000000000000,0.000000000000000
3085,155,3,29,0.000000000000000,0.000000000000000
3086,88,2,15,0.000000000000000,0.000000000000000
3087,184,3,23,0.000000000000000,0.000000000000000
3088,3,3,30,0.000000000000000,0.000000000000000
3089,199,1,23,0.000000000000000,0.000000000000000
3090,49,2,15,0.000000000000000,0.000000000000000
3091,223,2,28,0.000000000000000,0.000000000000000
3092,266,2,22,0.000000000000000,0.000000000000000
3093,253,2,19,0.000000000000000,0.000000000000000
3094,355,3,15,0.000000000000000,0.000000000000000
3095,248,1,16,0.000000000000000,0.000000000000000
3096,115,3,24,0.000000000000000,0.000000000000000
3097,241,2,20,0.000000000000000,0.000000000000000
3098,164,3,23,0.000000000000000,0.000000000000000
3099,67,1,29,0.000000000000000,0.000000000000000
3100,312,4,20,0.000000000000000,0.000000000000000
3101,53,4,24,0.000000000000000,0.000000000000000
3102,54,4,16,0.000000000000000,0.000000000000000
3103,132,1,30,0.000000000000000,0.000000000000000
3104,99,4,28,0.000000000000000,0.000000000000000
3105,140,3,22,0.000000000000000,0.000000000000000
3106,257,2,19,0.000000000000000,0.000000000000000
3107,199,4,15,0.000000000000000,0.000000000000000
3108,338,4,20,0.000000000000000,0.000000000000000
3109,151,2,27,0.000000000000000,0.000000000000000
3110,20,2,25,0.000000000000000,0.000000000000000
3111,72,4,15,0.000000000000000,0.000000000000000
3112,211,3,24,0.000000000000000,0.000000000000000
3113,157,2,29,0.000000000000000,0.000000000000000
3114,19,4,19,0.000000000000000,0.000000000000000
3115,280,2,30,0.000000000000000,0.000000000000000
3116,52,1,21,0.000000000000000,0.000000000000000
3117,337,2,26,0.000000000000000,0.000000000000000
3118,5,3,19,0.000000000000000,0.000000000000000
3119,179,1,21,0.000000000000000,0.000000000000000
3120,142,4,15,0.000000000000000,0.000000000000000
3121,31,2,29,0.000000000000000,0.000000000000000
3122,74,1,21,0.000000000000000,0.000000000000000
3123,8,3,22,0.000000000000000,0.000000000000000
3124,79,4,19,0.000000000000000,0.000000000000000
3125,6,2,22,0.000000000000000,0.000000000000000
3126,291,1,19,0.000000000000000,0.000000000000000
3127,59,3,27,0.000000000000000,0.000000000000000
3128,115,2,27,0.000000000000000,0.000000000000000
3129,157,3,22,0.000000000000000,0.000000000000000
3130,202,4,15,0.000000000000000,0.000000000000000
3131,226,1,29,0.000000000000000,0.000000000000000
3132,40,1,25,0.000000000000000,0.000000000000000
3133,102,1,16,0.000000000000000,0.000000000000000
3134,150,1,26,0.000000000000000,0.000000000000000
3135,329,2,15,0.000000000000000,0.000000000000000
3136,266,4,24,0.000000000000000,0.000000000000000
3137,324,3,23,0.000000000000000,0.000000000000000
3138,199,3,19,0.000000000000000,0.000000000000000
3139,146,3,16,0.000000000000000,0.000000000000000
3140,321,2,16,0.000000000000000,0.000000000000000
3141,96,3,26,0.000000000000000,0.000000000000000
3142,358,1,20,0.000000000000000,0.000000000000000
3143,250,1,19,0.000000000000000,0.000000000000000
3144,119,4,27,0.000000000000000,0.000000000000000
3145,349,2,29,0.000000000000000,0.000000000000000
3146,84,2,29,0.000000000000000,0.000000000000000
3147,85,2,18,0.000000000000000,0.000000000000000
3148,328,1,24,0.000000000000000,0.000000000000000
3149,108,4,16,0.000000000000000,0.000000000000000
3150,31,1,20,0.000000000000000,0.000000000000000
3151,140,2,27,0.000000000000000,0.000000000000000
3152,311,1,23,0.000000000000000,0.000000000000000
3153,83,4,29,0.000000000000000,0.000000000000000
3154,53,2,22,0.000000000000000,0.000000000000000
3155,316,4,18,0.000000000000000,0.000000000000000
3156,84,2,28,0.000000000000000,0.000000000000000
3157,237,3,27,0.000000000000000,0.000000000000000
3158,45,4,28,0.000000000000000,0.000000000000000
3159,279,2,22,0.000000000000000,0.000000000000000
3160,82,1,25,0.000000000000000,0.000000000000000
3161,222,4,30,0.000000000000000,0.000000000000000
3162,149,4,20,0.000000000000000,0.000000000000000
3163,13,2,15,0.000000000000000,0.000000000000000
3164,104,1,22,0.000000000000000,0.000000000000000
3165,335,4,20,0.000000000000000,0.000000000000000
3166,51,1,24,0.000000000000000,0.000000000000000
3167,250,2,23,0.000000000000000,0.000000000000000
3168,267,4,25,0.000000000000000,0.000000000000000
3169,328,3,26,0.000000000000000,0.000000000000000
3170,34,3,24,0.000000000000000,0.000000000000000
3171,250,3,25,0.000000000000000,0.000000000000000
3172,283,1,27,0.000000000000000,0.000000000000000
3173,236,3,17,0.000000000000000,0.000000000000000
3174,269,4,24,0.000000000000000,0.000000000000000
3175,189,3,20,0.000000000000000,0.000000000000000
3176,242,2,30,0.000000000000000,0.000000000000000
3177,181,4,29,0.000000000000000,0.000000000000000
3178,281,2,23,0.000000000000000,0.000000000000000
3179,238,4,30,0.000000000000000,0.000000000000000
3180,313,2,22,0.000000000000000,0.000000000000000
3181,76,2,27,0.000000000000000,0.000000000000000
3182,127,2,17,0.000000000000000,0.000000000000000
3183,309,1,23,0.000000000000000,0.000000000000000
3184,10,1,19,0.000000000000000,0.000000000000000
3185,150,1,16,0.000000000000000,0.000000000000000
3186,163,4,26,0.000000000000000,0.000000000000000
3187,151,3,15,0.000000000000000,0.000000000000000
3188,200,2,27,0.000000000000000,0.000000000000000
3189,340,3,25,0.000000000000000,0.000000000000000
3190,237,4,26,0.000000000000000,0.000000000000000
3191,161,3,19,0.000000000000000,0.000000000000000
3192,221,3,20,0.000000000000000,0.000000000000000
3193,193,4,18,0.000000000000000,0.000000000000000
3194,211,4,23,0.000000000000000,0.000000000000000
3195,63,2,24,0.000000000000000,0.000000000000000
3196,135,3,30,0.000000000000000,0.000000000000000
3197,195,1,28,0.000000000000000,0.000000000000000
3198,134,2,24,0.000000000000000,0.000000000000000
3199,148,4,19,0.000000000000000,0.000000000000000
3200,108,3,15,0.000000000000000,0.000000000000000
3201,51,1,26,0.000000000000000,0.000000000000000
3202,176,3,20,0.000000000000000,0.000000000000000
3203,67,1,30,0.000000000000000,0.000000000000000
3204,109,4,25,0.000000000000000,0.000000000000000
3205,246,2,30,0.000000000000000,0.000000000000000
3206,68,1,22,0.000000000000000,0.000000000000000
3207,240,1,18,0.000000000000000,0.000000000000000
3208,206,1,22,0.000000000000000,0.000000000000000
3209,236,1,19,0.000000000000000,0.000000000000000
3210,332,1,25,0.000000000000000,0.000000000000000
0,122,1,26,565640.285330999991857,244658.796769999986282
0,326,2,29,565649.413473999942653,244660.384274000010919
0,328,4,27,565647.032220000051893,244656.018639999994775
0,3,2,21,565660.261412999941967,244653.505093000014313
0,229,3,17,565681.428121999953873,244634.587346999993315
0,113,3,22,565690.423973000026308,244629.957128999987617
0,232,4,16,565698.890657000010833,244609.848755999992136
0,334,3,28,565700.478160000056960,244617.918563999992330
0,342,2,21,565706.034421000047587,244621.358153999986826
0,277,1,18,565716.750067000044510,244615.801892999996198
0,273,3,23,565716.088607999961823,244603.366451000008965
0,156,1,28,565707.621923999977298,244614.478973999997834
0,66,3,28,565743.208453999948688,244611.171674999990501
0,308,1,22,565561.329647999955341,244648.559580000001006
0,31,4,23,565560.165478999959305,244672.795462000009138
0,344,4,24,565516.667892000055872,244704.968858999985969
0,308,4,23,565507.460374000016600,244707.614697999990312
0,58,3,28,565485.446996000013314,244721.478892000013730
0,53,4,30,565433.231370999943465,244726.717652999999700
0,167,4,19,565420.244713000021875,244716.784733999986202
0,296,3,22,565406.287913999985904,244725.979022999992594
0,89,2,16,565414.397409999975935,244696.158216999989236
0,318,1,15,565410.190525999991223,244687.823824999999488
0,70,3,22,565442.019964999984950,244688.935077000001911
0,260,1,27,565862.273411000031047,244796.046442999999272
